OID_,Name,Parcel__Parcel_Name,Project_ID,Record_Type,Project_Status,Owner__Full_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Neighborhood,Project_Zip_Code,Letter_of_Intent,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Modified_Date,Last_Project_Update_Date,Lat,Lon,A80_Proj_ID,LocCode,A80_URL,URL_Base,URL_Stat
651,Orchard Homeownership Initiiative,,1351,,,,,,,Roxbury,,,1/3/2008 0:00:00,2/26/2008 0:00:00,9/16/2009 0:00:00,7/15/2010 0:00:00,11/30/2020 0:00:00,2/26/2008 0:00:00,42.327800000000003,-71.076499999999996,1351,,http://www.bostonplans.org/projects/development-projects/Orchard-Homeownership-Initiiative,Orchard-Homeownership-Initiiative,
652,Hyde-Blakemore Project,,1352,,,,,,,Roslindale,,,,,,,10/30/2020 0:00:00,,42.285600000000002,-71.119100000000003,1352,,http://www.bostonplans.org/projects/development-projects/Hyde-Blakemore-Project,Hyde-Blakemore-Project,
653,Copley Place,,1353,,,,,,,Back Bay,,3/19/2008 0:00:00,6/23/2008 0:00:00,5/14/2015 0:00:00,6/15/2015 0:00:00,9/15/2015 0:00:00,10/30/2020 0:00:00,,42.347400000000000,-71.078100000000006,1353,,http://www.bostonplans.org/projects/development-projects/Copley-Place,Copley-Place,
654,480 Rutherford Avenue,,1354,,,,,,,Charlestown,,6/4/2016 0:00:00,9/9/2016 0:00:00,11/17/2016 0:00:00,10/11/2017 0:00:00,8/27/2019 0:00:00,12/22/2020 0:00:00,,42.380200000000002,-71.072100000000006,1354,,http://www.bostonplans.org/projects/development-projects/480-Rutherford-Avenue,480-Rutherford-Avenue,
655,461 Walnut Avenue/Pine Street Inn,,1355,,,,,,,Jamaica Plain,,,,11/16/2010 0:00:00,6/30/2014 0:00:00,6/21/2016 0:00:00,11/29/2020 0:00:00,11/16/2010 0:00:00,42.311599999999999,-71.098200000000006,1355,,http://www.bostonplans.org/projects/development-projects/461-Walnut-Avenue/Pine-Street-Inn,461-Walnut-Avenue/Pine-Street-Inn,
656,"Channel Center (Midway) - Phase II, Parcels 2-4",,1357,,,,,,,South Boston Waterfront,,,,12/20/2001 0:00:00,,,10/30/2020 0:00:00,,42.345300000000002,-71.052000000000007,1357,,"http://www.bostonplans.org/projects/development-projects/Channel-Center-(Midway)-Phase-II,-Parcels-2-4","Channel-Center-(Midway)-Phase-II,-Parcels-2-4",
657,"Channel Center (Midway) - Phase II, Parcel 1",,1358,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.346600000000002,-71.051000000000002,1358,,"http://www.bostonplans.org/projects/development-projects/Channel-Center-(Midway)-Phase-II,-Parcel-1","Channel-Center-(Midway)-Phase-II,-Parcel-1",
658,199 West Brookline Street,,1359,,,,,,,South End,,,10/6/2008 0:00:00,8/13/2009 0:00:00,11/8/2012 0:00:00,5/29/2019 0:00:00,11/30/2020 0:00:00,8/13/2009 0:00:00,42.343600000000002,-71.076400000000007,1359,,http://www.bostonplans.org/projects/development-projects/199-West-Brookline-Street,199-West-Brookline-Street,
659,Parcel 25,,1360,,,,,,,Mission Hill,,12/23/2013 0:00:00,,9/18/2014 0:00:00,7/8/2016 0:00:00,11/21/2017 0:00:00,11/29/2020 0:00:00,7/30/2020 0:00:00,42.331800000000001,-71.095799999999997,1360,,http://www.bostonplans.org/projects/development-projects/Parcel-25,Parcel-25,
660,770-774 East 3rd Street,,1361,,,,,,,South Boston,,,4/3/2008 0:00:00,5/15/2008 0:00:00,1/30/2009 0:00:00,4/1/2010 0:00:00,10/30/2020 0:00:00,,42.336900000000000,-71.028499999999994,1361,,http://www.bostonplans.org/projects/development-projects/770-774-East-3rd-Street,770-774-East-3rd-Street,
661,161 South Huntington,,1362,,,,,,,Jamaica Plain,,1/18/2012 0:00:00,3/27/2012 0:00:00,10/18/2012 0:00:00,6/30/2014 0:00:00,10/29/2015 0:00:00,1/5/2021 0:00:00,10/18/2012 0:00:00,42.326900000000002,-71.111900000000006,1362,,http://www.bostonplans.org/projects/development-projects/161-South-Huntington,161-South-Huntington,
662,11-21 Bromfield Street,,1363,,,,,,,Downtown,,3/2/2020 0:00:00,10/30/2020 0:00:00,,,,1/14/2021 0:00:00,10/30/2020 0:00:00,42.356600000000000,-71.059600000000003,1363,,http://www.bostonplans.org/projects/development-projects/11-21-Bromfield-Street,11-21-Bromfield-Street,
663,One Post Office Square,,1364,,,,,,,Downtown,,,,12/20/2007 0:00:00,,,10/30/2020 0:00:00,,42.356900000000003,-71.055000000000007,1364,,http://www.bostonplans.org/projects/development-projects/One-Post-Office-Square,One-Post-Office-Square,
664,225 Franklin Street,,1365,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.356000000000002,-71.054000000000002,1365,,http://www.bostonplans.org/projects/development-projects/225-Franklin-Street,225-Franklin-Street,
665,150 Federal Street,,1366,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.354399999999998,-71.055499999999995,1366,,http://www.bostonplans.org/projects/development-projects/150-Federal-Street,150-Federal-Street,
666,60 State Street,,1367,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.359400000000001,-71.056399999999996,1367,,http://www.bostonplans.org/projects/development-projects/60-State-Street,60-State-Street,
667,Concord Baptist Church,,1368,,,,,,,Mattapan,,6/26/2008 0:00:00,10/31/2008 0:00:00,,,,11/29/2020 0:00:00,6/26/2006 0:00:00,42.279000000000003,-71.086100000000002,1368,,http://www.bostonplans.org/projects/development-projects/Concord-Baptist-Church,Concord-Baptist-Church,
668,Wensley Heights Condominium Project,,1369,,,,,,,Mission Hill,,,,9/8/2005 0:00:00,,,11/29/2020 0:00:00,9/8/2005 0:00:00,42.326599999999999,-71.102999999999994,1369,,http://www.bostonplans.org/projects/development-projects/Wensley-Heights-Condominium-Project,Wensley-Heights-Condominium-Project,
669,3 Constitution Center,,1370,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.372100000000003,-71.058700000000002,1370,,http://www.bostonplans.org/projects/development-projects/3-Constitution-Center,3-Constitution-Center,
670,Washington/Beech BHA,,1371,,,,,,,Roslindale,,8/1/2008 0:00:00,9/5/2008 0:00:00,11/13/2008 0:00:00,5/20/2009 0:00:00,7/13/2010 0:00:00,10/30/2020 0:00:00,,42.277000000000001,-71.137000000000000,1371,,http://www.bostonplans.org/projects/development-projects/Washington/Beech-BHA,Washington/Beech-BHA,
671,"4-6 Bloomfield Street """"Bloomfield Gardens""""",,1372,,,,,,,Dorchester,,,6/27/2008 0:00:00,5/14/2009 0:00:00,12/17/2010 0:00:00,6/4/2012 0:00:00,10/30/2020 0:00:00,,42.299599999999998,-71.065399999999997,1372,,"http://www.bostonplans.org/projects/development-projects/4-6-Bloomfield-Street-""""Bloomfield-Gardens""""","4-6-Bloomfield-Street-""""Bloomfield-Gardens""""",
672,ZZ Small Project Test,,1374,,,,,,,South Boston Waterfront,,,1/20/2006 0:00:00,3/15/2006 0:00:00,,,12/4/2020 0:00:00,12/1/2020 0:00:00,42.356999999999999,-71.093000000000004,1374,None,http://www.bostonplans.org/projects/development-projects/ZZ-Small-Project-Test,ZZ-Small-Project-Test,
673,Stop&Shop (Hyde Park),,1378,,,,,,,Hyde Park,,1/24/2008 0:00:00,5/10/2008 0:00:00,7/17/2008 0:00:00,6/15/2010 0:00:00,2/24/2012 0:00:00,10/30/2020 0:00:00,,42.242500000000000,-71.127200000000002,1378,,http://www.bostonplans.org/projects/development-projects/Stop&Shop-(Hyde-Park),Stop&Shop-(Hyde-Park),
674,Boston Renaissance Charter Public School,,1379,,,,,,,Hyde Park,,7/16/2008 0:00:00,9/19/2008 0:00:00,12/18/2008 0:00:00,8/3/2009 0:00:00,8/3/2010 0:00:00,10/30/2020 0:00:00,,42.250399999999999,-71.126900000000006,1379,,http://www.bostonplans.org/projects/development-projects/Boston-Renaissance-Charter-Public-School,Boston-Renaissance-Charter-Public-School,
675,621 East First Street,,1381,,,,,,,South Boston,,,,1/14/2016 0:00:00,2/29/2016 0:00:00,6/13/2017 0:00:00,10/30/2020 0:00:00,,42.337899999999998,-71.034599999999998,1381,,http://www.bostonplans.org/projects/development-projects/621-East-First-Street,621-East-First-Street,
676,340 West Second Street Development,,1382,,,,,,,South Boston,,,8/19/2013 0:00:00,12/19/2013 0:00:00,12/18/2014 0:00:00,,1/5/2021 0:00:00,,42.338799999999999,-71.046800000000005,1382,,http://www.bostonplans.org/projects/development-projects/340-West-Second-Street-Development,340-West-Second-Street-Development,
677,Weston Jesuit Communtiy Housing,,1383,,,,,,,Brighton,,,9/8/2008 0:00:00,11/13/2008 0:00:00,6/22/2009 0:00:00,12/27/2010 0:00:00,10/30/2020 0:00:00,,42.343600000000002,-71.156999999999996,1383,,http://www.bostonplans.org/projects/development-projects/Weston-Jesuit-Communtiy-Housing,Weston-Jesuit-Communtiy-Housing,
678,Wheelock College - Riverway House Renovations and Addition,,1384,,,,,,,Longwood Medical Area,,,9/15/2008 0:00:00,10/16/2008 0:00:00,,,11/30/2020 0:00:00,10/16/2008 0:00:00,42.342500000000001,-71.105599999999995,1384,,http://www.bostonplans.org/projects/development-projects/Wheelock-College-Riverway-House-Renovations-and-Addition,Wheelock-College-Riverway-House-Renovations-and-Addition,
679,Suffolk University - Modern Theatre Cultural and Residential Project,,1385,,,,,,,Downtown,,,1/11/2008 0:00:00,6/24/2008 0:00:00,2/28/2009 0:00:00,2/16/2011 0:00:00,11/30/2020 0:00:00,6/24/2008 0:00:00,42.354199999999999,-71.062299999999993,1385,,http://www.bostonplans.org/projects/development-projects/Suffolk-University-Modern-Theatre-Cultural-and-Residential-Project,Suffolk-University-Modern-Theatre-Cultural-and-Residential-Project,
680,44 Burbank Street,,1386,,,,,,,Fenway,,,10/1/2008 0:00:00,12/5/2013 0:00:00,3/25/2015 0:00:00,3/7/2017 0:00:00,10/30/2020 0:00:00,,42.344200000000001,-71.087999999999994,1386,,http://www.bostonplans.org/projects/development-projects/44-Burbank-Street,44-Burbank-Street,
681,Government Center Garage Redevelopment,,1387,,,,,,,Downtown,,10/30/2008 0:00:00,6/5/2013 0:00:00,1/14/2016 0:00:00,9/23/2016 0:00:00,,12/14/2020 0:00:00,12/17/2018 0:00:00,42.362699999999997,-71.059299999999993,1387,,http://www.bostonplans.org/projects/development-projects/Government-Center-Garage-Redevelopment,Government-Center-Garage-Redevelopment,
682,4238 Washington Street,,1388,,,,,,,Roslindale,,,,1/29/2009 0:00:00,4/15/2010 0:00:00,5/28/2013 0:00:00,11/29/2020 0:00:00,1/29/2009 0:00:00,42.285800000000002,-71.128299999999996,1388,,http://www.bostonplans.org/projects/development-projects/4238-Washington-Street,4238-Washington-Street,
683,Dana Farber Cancer Institute - Yawkey Center for Cancer Care,,1389,,,,,,,Longwood Medical Area,,,3/27/2006 0:00:00,4/24/2007 0:00:00,10/22/2008 0:00:00,1/6/2011 0:00:00,11/30/2020 0:00:00,4/30/2007 0:00:00,42.337600000000002,-71.108099999999993,1389,,http://www.bostonplans.org/projects/development-projects/Dana-Farber-Cancer-Institute-Yawkey-Center-for-Cancer-Care,Dana-Farber-Cancer-Institute-Yawkey-Center-for-Cancer-Care,
684,170 Maverick Street,,1390,,,,,,,East Boston,,,10/24/2008 0:00:00,1/29/2009 0:00:00,2/15/2011 0:00:00,7/26/2012 0:00:00,11/29/2020 0:00:00,10/24/2008 0:00:00,42.369799999999998,-71.037099999999995,1390,,http://www.bostonplans.org/projects/development-projects/170-Maverick-Street,170-Maverick-Street,
685,LA Fitness Club (West Roxbury),,1391,,,,,,,West Roxbury,,,10/1/2008 0:00:00,11/13/2008 0:00:00,1/13/2015 0:00:00,3/30/2015 0:00:00,10/30/2020 0:00:00,,42.277999999999999,-71.170199999999994,1391,,http://www.bostonplans.org/projects/development-projects/LA-Fitness-Club-(West-Roxbury),LA-Fitness-Club-(West-Roxbury),
686,BUMC - New Ambulatory Care Center,,1393,,,,,,,South End,,,4/30/2007 0:00:00,12/6/2007 0:00:00,3/3/2015 0:00:00,1/21/2016 0:00:00,11/29/2020 0:00:00,12/6/2007 0:00:00,42.335000000000001,-71.073300000000003,1393,,http://www.bostonplans.org/projects/development-projects/BUMC-New-Ambulatory-Care-Center,BUMC-New-Ambulatory-Care-Center,
687,Joslin Diabetes Center - Longwood Center,,1394,,,,,,,Longwood Medical Area,,,,5/1/2003 0:00:00,2/21/2013 0:00:00,6/19/2013 0:00:00,11/29/2020 0:00:00,5/1/2003 0:00:00,42.338400000000000,-71.107600000000005,1394,,http://www.bostonplans.org/projects/development-projects/Joslin-Diabetes-Center-Longwood-Center,Joslin-Diabetes-Center-Longwood-Center,
688,333-339 West Broadway,,1396,,,,,,,South Boston,,,11/28/2008 0:00:00,2/19/2009 0:00:00,9/23/2013 0:00:00,6/24/2015 0:00:00,11/29/2020 0:00:00,2/19/2009 0:00:00,42.338000000000001,-71.050200000000004,1396,,http://www.bostonplans.org/projects/development-projects/333-339-West-Broadway,333-339-West-Broadway,
689,100 Beacon Street,,1397,,,,,,,Back Bay,,,,3/29/2007 0:00:00,7/27/2007 0:00:00,2/24/2010 0:00:00,10/30/2020 0:00:00,,42.355499999999999,-71.073400000000007,1397,,http://www.bostonplans.org/projects/development-projects/100-Beacon-Street,100-Beacon-Street,
690,Harbor Garage,,1399,,,,,,,Downtown,,1/6/2009 0:00:00,4/17/2009 0:00:00,,,,10/30/2020 0:00:00,,42.358400000000003,-71.050899999999999,1399,,http://www.bostonplans.org/projects/development-projects/Harbor-Garage,Harbor-Garage,
691,"Channel Center (Midway) - Phase III, Parcels 8 & 9",,1401,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.362200000000001,-71.056399999999996,1401,,"http://www.bostonplans.org/projects/development-projects/Channel-Center-(Midway)-Phase-III,-Parcels-8-&-9","Channel-Center-(Midway)-Phase-III,-Parcels-8-&-9",
692,307 Dorchester Avenue/FW Webb,,1402,,,,,,,South Boston,,,,10/12/2010 0:00:00,1/24/2011 0:00:00,1/23/2012 0:00:00,10/30/2020 0:00:00,,42.337299999999999,-71.057900000000004,1402,,http://www.bostonplans.org/projects/development-projects/307-Dorchester-Avenue/FW-Webb,307-Dorchester-Avenue/FW-Webb,
693,206 West Second Street,,1403,,,,,,,South Boston,,,,,,,10/30/2020 0:00:00,,42.341600000000000,-71.050700000000006,1403,,http://www.bostonplans.org/projects/development-projects/206-West-Second-Street,206-West-Second-Street,
694,South Boston Film Studio located at 500 E Street,,1404,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.342900000000000,-71.044100000000000,1404,,http://www.bostonplans.org/projects/development-projects/South-Boston-Film-Studio-located-at-500-E-Street,South-Boston-Film-Studio-located-at-500-E-Street,
695,319 A Street Rear,,1405,,,,,,,South Boston Waterfront,,12/12/2008 0:00:00,11/5/2009 0:00:00,11/17/2011 0:00:00,5/22/2012 0:00:00,2/14/2014 0:00:00,12/30/2020 0:00:00,,42.348900000000000,-71.048699999999997,1405,,http://www.bostonplans.org/projects/development-projects/319-A-Street-Rear,319-A-Street-Rear,
696,252-254 Adams Street,,1406,,,,,,,Dorchester,,,6/30/2009 0:00:00,11/17/2009 0:00:00,12/15/2009 0:00:00,8/22/2013 0:00:00,11/30/2020 0:00:00,11/17/2009 0:00:00,42.300500000000000,-71.058899999999994,1406,,http://www.bostonplans.org/projects/development-projects/252-254-Adams-Street,252-254-Adams-Street,
697,750 Dorchester Avenue,,1407,,,,,,,Dorchester,,,,9/9/2008 0:00:00,3/12/2009 0:00:00,5/3/2010 0:00:00,10/30/2020 0:00:00,,42.324300000000001,-71.056299999999993,1407,,http://www.bostonplans.org/projects/development-projects/750-Dorchester-Avenue,750-Dorchester-Avenue,
698,217 North Beacon Street (Market Street Crossing),,1408,,,,,,,Brighton,,5/18/2009 0:00:00,6/1/2010 0:00:00,,,,10/30/2020 0:00:00,,42.356800000000000,-71.149500000000003,1408,,http://www.bostonplans.org/projects/development-projects/217-North-Beacon-Street-(Market-Street-Crossing),217-North-Beacon-Street-(Market-Street-Crossing),
699,149 Green Street Mixed-Use Project,,1409,,,,,,,Jamaica Plain,,,,,,,10/30/2020 0:00:00,,42.310200000000002,-71.106899999999996,1409,,http://www.bostonplans.org/projects/development-projects/149-Green-Street-Mixed-Use-Project,149-Green-Street-Mixed-Use-Project,
700,1205 Dorchester Avenue,,1410,,,,,,,Dorchester,,,,,,,10/30/2020 0:00:00,,42.310200000000002,-71.106899999999996,1410,,http://www.bostonplans.org/projects/development-projects/1205-Dorchester-Avenue,1205-Dorchester-Avenue,
701,Christian Science Plaza PDA Master Plan,,1411,,,,,,,Back Bay,,,,,6/19/2015 0:00:00,12/8/2017 0:00:00,10/30/2020 0:00:00,,42.344700000000003,-71.083799999999997,1411,,http://www.bostonplans.org/projects/development-projects/Christian-Science-Plaza-PDA-Master-Plan,Christian-Science-Plaza-PDA-Master-Plan,
702,17-23 Greylock Road,,1412,,,,,,,Allston,,,7/13/2009 0:00:00,2/16/2010 0:00:00,8/29/2012 0:00:00,8/30/2012 0:00:00,11/29/2020 0:00:00,8/4/2009 0:00:00,42.350000000000001,-71.134200000000007,1412,,http://www.bostonplans.org/projects/development-projects/17-23-Greylock-Road,17-23-Greylock-Road,
703,185 Franklin Street,,1414,,,,,,,Downtown,,9/2/2009 0:00:00,9/30/2009 0:00:00,11/17/2009 0:00:00,12/21/2009 0:00:00,9/9/2010 0:00:00,10/30/2020 0:00:00,,42.355400000000003,-71.054800000000000,1414,,http://www.bostonplans.org/projects/development-projects/185-Franklin-Street,185-Franklin-Street,
704,Fan Pier Parcel F - One Marina Park Drive,,1415,,,,,,,South Boston Waterfront,,,11/15/1999 0:00:00,11/14/2001 0:00:00,,,10/30/2020 0:00:00,,42.353200000000001,-71.045199999999994,1415,,http://www.bostonplans.org/projects/development-projects/Fan-Pier-Parcel-F-One-Marina-Park-Drive,Fan-Pier-Parcel-F-One-Marina-Park-Drive,
705,100 Arlington Street,,1416,,,,,,,Bay Village,,3/31/2010 0:00:00,7/1/2010 0:00:00,11/16/2010 0:00:00,11/8/2013 0:00:00,5/23/2014 0:00:00,11/30/2020 0:00:00,11/16/2010 0:00:00,42.349899999999998,-71.069500000000005,1416,,http://www.bostonplans.org/projects/development-projects/100-Arlington-Street,100-Arlington-Street,
706,John Hancock Tower: Restaurant/Retail/Parking,,1417,,,,,,,Back Bay,,,,9/25/2008 0:00:00,10/17/2014 0:00:00,10/17/2014 0:00:00,11/29/2020 0:00:00,9/25/2008 0:00:00,42.349200000000003,-71.075100000000006,1417,,http://www.bostonplans.org/projects/development-projects/John-Hancock-Tower:-Restaurant/Retail/Parking,John-Hancock-Tower:-Restaurant/Retail/Parking,
707,80 Walnut Park,,1418,,,,,,,Roxbury,,,10/20/2009 0:00:00,,,,10/30/2020 0:00:00,,42.314599999999999,-71.094399999999993,1418,,http://www.bostonplans.org/projects/development-projects/80-Walnut-Park,80-Walnut-Park,
708,BUMC - Energy Facility,,1419,,,,,,,South End,,,,6/22/2010 0:00:00,2/3/2010 0:00:00,2/5/2016 0:00:00,11/29/2020 0:00:00,6/22/2010 0:00:00,42.334400000000002,-71.071399999999997,1419,,http://www.bostonplans.org/projects/development-projects/BUMC-Energy-Facility,BUMC-Energy-Facility,
709,Target South Bay Expansion,,1420,,,,,,,Dorchester,,,2/9/2010 0:00:00,3/16/2010 0:00:00,9/16/2010 0:00:00,7/1/2011 0:00:00,10/30/2020 0:00:00,,42.328200000000002,-71.061000000000007,1420,,http://www.bostonplans.org/projects/development-projects/Target-South-Bay-Expansion,Target-South-Bay-Expansion,
710,Castle Square,,1421,,,,,,,South End,,,,5/18/2010 0:00:00,10/22/2010 0:00:00,5/18/2012 0:00:00,10/30/2020 0:00:00,,42.346100000000000,-71.067999999999998,1421,,http://www.bostonplans.org/projects/development-projects/Castle-Square,Castle-Square,
711,1000 Washington Street,,1422,,,,,,,South End,,,11/16/2009 0:00:00,1/12/2010 0:00:00,12/3/2012 0:00:00,6/12/2013 0:00:00,10/30/2020 0:00:00,,42.345999999999997,-71.064099999999996,1422,,http://www.bostonplans.org/projects/development-projects/1000-Washington-Street,1000-Washington-Street,
712,East Boston Neighborhood Health Center,,1424,,,,,,,East Boston,,,2/12/2010 0:00:00,3/16/2010 0:00:00,2/28/2011 0:00:00,6/11/2012 0:00:00,10/30/2020 0:00:00,,42.369700000000002,-71.039599999999993,1424,,http://www.bostonplans.org/projects/development-projects/East-Boston-Neighborhood-Health-Center,East-Boston-Neighborhood-Health-Center,
713,Brookview House II,,1425,,,,,,,Dorchester,,,11/20/2009 0:00:00,1/12/2010 0:00:00,7/7/2016 0:00:00,,11/29/2020 0:00:00,1/12/2010 0:00:00,42.289000000000001,-71.090299999999999,1425,,http://www.bostonplans.org/projects/development-projects/Brookview-House-II,Brookview-House-II,
714,Genzyme Phase III Expansion,,1427,,,,,,,Allston,,10/21/2009 0:00:00,,,4/30/2012 0:00:00,10/2/2012 0:00:00,10/30/2020 0:00:00,,42.362699999999997,-71.119100000000003,1427,,http://www.bostonplans.org/projects/development-projects/Genzyme-Phase-III-Expansion,Genzyme-Phase-III-Expansion,
715,Old Colony Phase I,,1428,,,,,,,South Boston,,2/9/2010 0:00:00,2/22/2010 0:00:00,4/13/2010 0:00:00,9/15/2010 0:00:00,12/23/2011 0:00:00,10/30/2020 0:00:00,,42.330800000000004,-71.051699999999997,1428,,http://www.bostonplans.org/projects/development-projects/Old-Colony-Phase-I,Old-Colony-Phase-I,
716,Landmark Center North Addition,,1429,,,,,,,Fenway,,1/20/2010 0:00:00,5/3/2010 0:00:00,,,,10/30/2020 0:00:00,,42.344799999999999,-71.102699999999999,1429,,http://www.bostonplans.org/projects/development-projects/Landmark-Center-North-Addition,Landmark-Center-North-Addition,
717,1271 Boylston Street,,1430,,,,,,,Fenway,,3/1/2010 0:00:00,,,,,10/30/2020 0:00:00,,42.345300000000002,-71.096900000000005,1430,,http://www.bostonplans.org/projects/development-projects/1271-Boylston-Street,1271-Boylston-Street,
718,Massachusetts General Hospital - Museum and History Center,,1431,,,,,,,West End,,,,9/21/2010 0:00:00,12/8/2010 0:00:00,12/9/2011 0:00:00,11/29/2020 0:00:00,9/21/2010 0:00:00,42.361400000000003,-71.068200000000004,1431,,http://www.bostonplans.org/projects/development-projects/Massachusetts-General-Hospital-Museum-and-History-Center,Massachusetts-General-Hospital-Museum-and-History-Center,
719,Whittier Street Health Center,,1432,,,,,,,Roxbury,,5/7/2010 0:00:00,6/15/2010 0:00:00,7/20/2010 0:00:00,2/10/2011 0:00:00,2/6/2012 0:00:00,10/30/2020 0:00:00,,42.333100000000002,-71.090100000000007,1432,,http://www.bostonplans.org/projects/development-projects/Whittier-Street-Health-Center,Whittier-Street-Health-Center,
720,Liberty Mutual,,1433,,,,,,,Back Bay,,4/9/2010 0:00:00,5/15/2010 0:00:00,8/17/2010 0:00:00,12/16/2010 0:00:00,11/26/2013 0:00:00,10/30/2020 0:00:00,,42.349299999999999,-71.071399999999997,1433,,http://www.bostonplans.org/projects/development-projects/Liberty-Mutual,Liberty-Mutual,
721,Massachusetts General Hospital - Building for 3rd Century,,1435,,,,,,,West End,,,,11/16/2006 0:00:00,6/1/2008 0:00:00,,11/29/2020 0:00:00,11/16/2006 0:00:00,42.362900000000003,-71.068500000000000,1435,,http://www.bostonplans.org/projects/development-projects/Massachusetts-General-Hospital-Building-for-3rd-Century,Massachusetts-General-Hospital-Building-for-3rd-Century,
722,Mattapan Heights Five Chapter 121A Project,,1437,,,,,,,Mattapan,,10/28/2009 0:00:00,2/24/2010 0:00:00,7/20/2010 0:00:00,4/15/2012 0:00:00,,10/30/2020 0:00:00,,42.272900000000000,-71.081699999999998,1437,,http://www.bostonplans.org/projects/development-projects/Mattapan-Heights-Five-Chapter-121A-Project,Mattapan-Heights-Five-Chapter-121A-Project,
723,Forest Hills Parcel V&W,,1438,,,,,,,Jamaica Plain,,,12/14/2009 0:00:00,4/13/2010 0:00:00,9/28/2012 0:00:00,,10/30/2020 0:00:00,,42.297600000000003,-71.116500000000002,1438,,http://www.bostonplans.org/projects/development-projects/Forest-Hills-Parcel-V&W,Forest-Hills-Parcel-V&W,
724,Dudley Greenville Rental Housing,,1439,,,,,,,Roxbury,,3/23/2010 0:00:00,6/25/2010 0:00:00,8/17/2010 0:00:00,10/25/2012 0:00:00,6/18/2014 0:00:00,11/30/2020 0:00:00,8/17/2010 0:00:00,42.328200000000002,-71.080799999999996,1439,,http://www.bostonplans.org/projects/development-projects/Dudley-Greenville-Rental-Housing,Dudley-Greenville-Rental-Housing,
725,Charing Cross at 1501 Commonwealth Avenue aka The LANCASTER,,1440,,,,,,,Brighton,,5/23/2011 0:00:00,2/23/2012 0:00:00,4/12/2012 0:00:00,11/7/2013 0:00:00,10/8/2015 0:00:00,11/30/2020 0:00:00,7/1/2013 0:00:00,42.347499999999997,-71.141400000000004,1440,,http://www.bostonplans.org/projects/development-projects/Charing-Cross-at-1501-Commonwealth-Avenue-aka-The-LANCASTER,Charing-Cross-at-1501-Commonwealth-Avenue-aka-The-LANCASTER,
726,90 Smith Street - Basilica Court,,1441,,,,,,,Mission Hill,,,8/20/2009 0:00:00,1/12/2010 0:00:00,6/28/2010 0:00:00,6/9/2011 0:00:00,10/30/2020 0:00:00,,42.333700000000000,-71.099999999999994,1441,,http://www.bostonplans.org/projects/development-projects/90-Smith-Street-Basilica-Court,90-Smith-Street-Basilica-Court,
727,Fenway Triangle Mixed-Use Project (Van Ness),,1442,,,,,,,Fenway,,8/4/2010 0:00:00,12/21/2010 0:00:00,9/15/2011 0:00:00,2/21/2013 0:00:00,1/12/2016 0:00:00,1/19/2021 0:00:00,9/15/2011 0:00:00,42.344499999999996,-71.099100000000007,1442,,http://www.bostonplans.org/projects/development-projects/Fenway-Triangle-Mixed-Use-Project-(Van-Ness),Fenway-Triangle-Mixed-Use-Project-(Van-Ness),
728,Garden Garage,,1443,,,,,,,West End,,8/23/2010 0:00:00,1/7/2011 0:00:00,2/11/2016 0:00:00,5/3/2018 0:00:00,,12/21/2020 0:00:00,12/16/2020 0:00:00,42.365299999999998,-71.064800000000005,1443,,http://www.bostonplans.org/projects/development-projects/Garden-Garage,Garden-Garage,
729,Heritage Development Capital Improvements,,1444,,,,,,,East Boston,,,9/3/2010 0:00:00,10/12/2010 0:00:00,4/15/2011 0:00:00,11/26/2013 0:00:00,10/30/2020 0:00:00,,42.368400000000001,-71.040499999999994,1444,,http://www.bostonplans.org/projects/development-projects/Heritage-Development-Capital-Improvements,Heritage-Development-Capital-Improvements,
730,Humboldt Elderly Apartments,,1445,,,,,,,Roxbury,,,8/19/2010 0:00:00,,,,10/30/2020 0:00:00,,42.314399999999999,-71.088899999999995,1445,,http://www.bostonplans.org/projects/development-projects/Humboldt-Elderly-Apartments,Humboldt-Elderly-Apartments,
731,Saint Augustine's at 205 E Street,,1446,,,,,,,South Boston,,,10/30/2008 0:00:00,9/21/2010 0:00:00,8/12/2015 0:00:00,11/9/2017 0:00:00,10/30/2020 0:00:00,,42.334499999999998,-71.052599999999998,1446,,http://www.bostonplans.org/projects/development-projects/Saint-Augustine-s-at-205-E-Street,Saint-Augustine-s-at-205-E-Street,
732,Lower Mills Apartments,,1447,,,,,,,Dorchester,,,,10/12/2010 0:00:00,,,11/29/2020 0:00:00,10/12/2010 0:00:00,42.273000000000003,-71.067300000000003,1447,,http://www.bostonplans.org/projects/development-projects/Lower-Mills-Apartments,Lower-Mills-Apartments,
