OID_,Name,Parcel__Parcel_Name,Project_ID,Record_Type,Project_Status,Owner__Full_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Neighborhood,Project_Zip_Code,Letter_of_Intent,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Modified_Date,Last_Project_Update_Date,Lat,Lon,A80_Proj_ID,LocCode,A80_URL,URL_Base,URL_Stat
1,International Cargo Port,,6,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.344299999999997,-71.029799999999994,6,,http://www.bostonplans.org/projects/development-projects/International-Cargo-Port,International-Cargo-Port,
2,CANA Parcels 2 and 4,,7,,,,,,,Charlestown,,,5/5/2000 0:00:00,7/20/2006 0:00:00,,9/14/2007 0:00:00,10/30/2020 0:00:00,,42.371200000000002,-71.061499999999995,7,,http://www.bostonplans.org/projects/development-projects/CANA-Parcels-2-and-4,CANA-Parcels-2-and-4,
3,Crosstown Center Phase I,,9,,,,,,,South End,,,10/21/1999 0:00:00,9/8/2005 0:00:00,,,10/30/2020 0:00:00,,42.332400000000000,-71.073700000000002,9,,http://www.bostonplans.org/projects/development-projects/Crosstown-Center-Phase-I,Crosstown-Center-Phase-I,
4,Jacobson Floral Supply,,10,,,,,,,South End,,,1/1/2005 0:00:00,6/30/2005 0:00:00,,,10/30/2020 0:00:00,,42.338299999999997,-71.065799999999996,10,,http://www.bostonplans.org/projects/development-projects/Jacobson-Floral-Supply,Jacobson-Floral-Supply,
5,1380 Soldiers Field Road,,15,,,,,,,Allston,,,12/22/1998 0:00:00,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.362499999999997,-71.143000000000001,15,,http://www.bostonplans.org/projects/development-projects/1380-Soldiers-Field-Road,1380-Soldiers-Field-Road,
6,"Legal Seafoods Processing Plant, BMIP",,19,,,,,,,South Boston Waterfront,,,4/30/2001 0:00:00,7/17/2001 0:00:00,,,10/30/2020 0:00:00,,42.349699999999999,-71.032200000000003,19,,"http://www.bostonplans.org/projects/development-projects/Legal-Seafoods-Processing-Plant,-BMIP","Legal-Seafoods-Processing-Plant,-BMIP",
7,District Nine at 61 North Beacon Street,,20,,,,,,,Brighton,,,2/15/2005 0:00:00,4/25/2006 0:00:00,,,11/29/2020 0:00:00,4/25/2006 0:00:00,42.354500000000002,-71.140299999999996,20,,http://www.bostonplans.org/projects/development-projects/District-Nine-at-61-North-Beacon-Street,District-Nine-at-61-North-Beacon-Street,
8,Boston University - East Student Village,,25,,,,,,,Allston,,,,4/30/1998 0:00:00,,,10/30/2020 0:00:00,,42.352400000000003,-71.117000000000004,25,,http://www.bostonplans.org/projects/development-projects/Boston-University-East-Student-Village,Boston-University-East-Student-Village,
9,New England Baptist Hospital Edward H. Haskell School of Nursing,,28,,,,,,,Mission Hill,,,,8/13/1998 0:00:00,,,10/30/2020 0:00:00,,42.330399999999997,-71.109099999999998,28,,http://www.bostonplans.org/projects/development-projects/New-England-Baptist-Hospital-Edward-H.-Haskell-School-of-Nursing,New-England-Baptist-Hospital-Edward-H.-Haskell-School-of-Nursing,
10,Northeastern University - West Village Residence Complex,,30,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.338099999999997,-71.092600000000004,30,,http://www.bostonplans.org/projects/development-projects/Northeastern-University-West-Village-Residence-Complex,Northeastern-University-West-Village-Residence-Complex,
11,Suffolk University - Law School,,31,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.356699999999996,-71.061199999999999,31,,http://www.bostonplans.org/projects/development-projects/Suffolk-University-Law-School,Suffolk-University-Law-School,
12,"Fenway Urban Renewal Area, Botolph Assisted Living Community Project",,33,,,,,,,Fenway,,,2/28/2000 0:00:00,4/25/2000 0:00:00,,1/1/2001 0:00:00,10/30/2020 0:00:00,,42.342100000000002,-71.083500000000001,33,,"http://www.bostonplans.org/projects/development-projects/Fenway-Urban-Renewal-Area,-Botolph-Assisted-Living-Community-Project","Fenway-Urban-Renewal-Area,-Botolph-Assisted-Living-Community-Project",
13,90 Tremont Street Hotel Project,,34,,,,,,,Downtown,,,,9/11/1997 0:00:00,,,10/30/2020 0:00:00,,42.357399999999998,-71.060699999999997,34,,http://www.bostonplans.org/projects/development-projects/90-Tremont-Street-Hotel-Project,90-Tremont-Street-Hotel-Project,
14,Lafayette Corporate Center,,35,,,,,,,Downtown,,,,9/11/1997 0:00:00,,,10/30/2020 0:00:00,,42.353999999999999,-71.061000000000007,35,,http://www.bostonplans.org/projects/development-projects/Lafayette-Corporate-Center,Lafayette-Corporate-Center,
15,One Lincoln Street,,36,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352899999999998,-71.058700000000002,36,,http://www.bostonplans.org/projects/development-projects/One-Lincoln-Street,One-Lincoln-Street,
16,Macy's,,37,,,,,,,Downtown,,,,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.354700000000001,-71.060199999999995,37,,http://www.bostonplans.org/projects/development-projects/Macy-s,Macy-s,
17,15 Beacon Street,,40,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.358400000000003,-71.061999999999998,40,,http://www.bostonplans.org/projects/development-projects/15-Beacon-Street,15-Beacon-Street,
18,Dexter Condominiums,,41,,,,,,,Downtown,,,4/16/1998 0:00:00,11/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.355300000000000,-71.061000000000007,41,,http://www.bostonplans.org/projects/development-projects/Dexter-Condominiums,Dexter-Condominiums,
19,Landmark Square Residential Development,,42,,,,,,,Fenway,,,,4/9/1998 0:00:00,,1/1/1900 0:00:00,10/30/2020 0:00:00,,42.343800000000002,-71.098100000000002,42,,http://www.bostonplans.org/projects/development-projects/Landmark-Square-Residential-Development,Landmark-Square-Residential-Development,
20,"131 Dartmouth Street, New England Financial",,43,,,,,,,South End,,,,9/10/1998 0:00:00,,,10/30/2020 0:00:00,,42.346800000000002,-71.075400000000002,43,,"http://www.bostonplans.org/projects/development-projects/131-Dartmouth-Street,-New-England-Financial","131-Dartmouth-Street,-New-England-Financial",
21,Parcel 8 - BCA,,45,,,,,,,South End,,,,4/25/2000 0:00:00,,,10/30/2020 0:00:00,,42.344799999999999,-71.070700000000002,45,,http://www.bostonplans.org/projects/development-projects/Parcel-8-BCA,Parcel-8-BCA,
22,Columbus Center,,46,,,,,,,Back Bay,,,11/30/2001 0:00:00,10/23/2003 0:00:00,,,10/30/2020 0:00:00,,42.347900000000003,-71.071100000000001,46,,http://www.bostonplans.org/projects/development-projects/Columbus-Center,Columbus-Center,
23,Boylston Square,,47,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.347400000000000,-71.088700000000003,47,,http://www.bostonplans.org/projects/development-projects/Boylston-Square,Boylston-Square,
24,Colonnade Residences,,52,,,,,,,Back Bay,,,2/16/1996 0:00:00,,,,10/30/2020 0:00:00,,42.346100000000000,-71.080299999999994,52,,http://www.bostonplans.org/projects/development-projects/Colonnade-Residences,Colonnade-Residences,
25,Millenium Place,,54,,,,,,,Chinatown,,,,1/8/1998 0:00:00,,,10/30/2020 0:00:00,,42.353099999999998,-71.063199999999995,54,,http://www.bostonplans.org/projects/development-projects/Millenium-Place,Millenium-Place,
26,Battery Wharf,,56,,,,,,,South End,,,4/19/1996 0:00:00,5/21/1998 0:00:00,,,11/29/2020 0:00:00,5/21/1998 0:00:00,42.367100000000001,-71.050399999999996,56,,http://www.bostonplans.org/projects/development-projects/Battery-Wharf,Battery-Wharf,
27,10 East Springfield Street,,58,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336700000000000,-71.075800000000001,58,,http://www.bostonplans.org/projects/development-projects/10-East-Springfield-Street,10-East-Springfield-Street,
28,1383-1395 Washington Street,,59,,,,,,,South End,,,5/1/1998 0:00:00,6/25/1998 0:00:00,,,10/30/2020 0:00:00,,42.341500000000003,-71.070099999999996,59,,http://www.bostonplans.org/projects/development-projects/1383-1395-Washington-Street,1383-1395-Washington-Street,
29,609 Massachusetts Ave,,60,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.337000000000003,-71.078000000000003,60,,http://www.bostonplans.org/projects/development-projects/609-Massachusetts-Ave,609-Massachusetts-Ave,
30,"Allen House, 1682 Washington St",,61,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.337100000000000,-71.075500000000005,61,,"http://www.bostonplans.org/projects/development-projects/Allen-House,-1682-Washington-St","Allen-House,-1682-Washington-St",
31,Davenport Commons - Northeastern U,,62,,,,,,,Roxbury,,,8/24/1998 0:00:00,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.337699999999998,-71.084299999999999,62,,http://www.bostonplans.org/projects/development-projects/Davenport-Commons-Northeastern-U,Davenport-Commons-Northeastern-U,
32,Parcel C - Metropolitan,,63,,,,,,,Chinatown,,,5/1/2001 0:00:00,7/17/2001 0:00:00,,,10/30/2020 0:00:00,,42.348599999999998,-71.063000000000002,63,,http://www.bostonplans.org/projects/development-projects/Parcel-C-Metropolitan,Parcel-C-Metropolitan,
33,Parcel PB-3A Lawrence Court,,64,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.345399999999998,-71.075299999999999,64,,http://www.bostonplans.org/projects/development-projects/Parcel-PB-3A-Lawrence-Court,Parcel-PB-3A-Lawrence-Court,
34,Porter House,,66,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336700000000000,-71.076200000000000,66,,http://www.bostonplans.org/projects/development-projects/Porter-House,Porter-House,
35,44 Stillings Street,,67,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.351599999999998,-71.046599999999998,67,,http://www.bostonplans.org/projects/development-projects/44-Stillings-Street,44-Stillings-Street,
36,226 Causeway Street,,68,,,,,,,Downtown,,,10/2/2000 0:00:00,11/2/2000 0:00:00,,,12/15/2020 0:00:00,,42.366799999999998,-71.059399999999997,68,,http://www.bostonplans.org/projects/development-projects/226-Causeway-Street,226-Causeway-Street,
37,33 Arch Street,,69,,,,,,,Downtown,,,10/18/1988 0:00:00,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.356099999999998,-71.058199999999999,69,,http://www.bostonplans.org/projects/development-projects/33-Arch-Street,33-Arch-Street,
38,St George Street Development,,70,,,,,,,Roxbury,,,,7/1/1999 0:00:00,,,10/30/2020 0:00:00,,42.338500000000003,-71.071600000000004,70,,http://www.bostonplans.org/projects/development-projects/St-George-Street-Development,St-George-Street-Development,
39,Prudential Office - 111 Huntington Ave.,,71,,,,,,,Back Bay,,,,4/8/1999 0:00:00,,,10/30/2020 0:00:00,,42.347600000000000,-71.081299999999999,71,,http://www.bostonplans.org/projects/development-projects/Prudential-Office-111-Huntington-Ave.,Prudential-Office-111-Huntington-Ave.,
40,South Station Air Rights,,72,,,,,,,Downtown,,,2/11/1992 0:00:00,6/6/2006 0:00:00,,,10/30/2020 0:00:00,,42.349200000000003,-71.056500000000000,72,,http://www.bostonplans.org/projects/development-projects/South-Station-Air-Rights,South-Station-Air-Rights,
41,Convention Center,,73,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.344700000000003,-71.046899999999994,73,,http://www.bostonplans.org/projects/development-projects/Convention-Center,Convention-Center,
42,World Trade Center East,,74,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.348799999999997,-71.040599999999998,74,,http://www.bostonplans.org/projects/development-projects/World-Trade-Center-East,World-Trade-Center-East,
43,Massport Parcels F2 G and J,,75,,,,,,,South Boston Waterfront,,,4/9/2001 0:00:00,6/6/2006 0:00:00,,,12/8/2020 0:00:00,,42.348199999999999,-71.038700000000006,75,,http://www.bostonplans.org/projects/development-projects/Massport-Parcels-F2-G-and-J,Massport-Parcels-F2-G-and-J,
44,City Hall Plaza Community Arcade,,76,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.360599999999998,-71.058999999999997,76,,http://www.bostonplans.org/projects/development-projects/City-Hall-Plaza-Community-Arcade,City-Hall-Plaza-Community-Arcade,
45,Hood Business Park,,78,,,,,,,Charlestown,,,,3/13/2014 0:00:00,6/4/2014 0:00:00,4/7/2016 0:00:00,10/30/2020 0:00:00,,42.380899999999997,-71.073599999999999,78,,http://www.bostonplans.org/projects/development-projects/Hood-Business-Park,Hood-Business-Park,
46,Biomedical Research and Nutrition Complex,,81,,,,,,,Chinatown,,,,,,,10/30/2020 0:00:00,,42.348399999999998,-71.061999999999998,81,,http://www.bostonplans.org/projects/development-projects/Biomedical-Research-and-Nutrition-Complex,Biomedical-Research-and-Nutrition-Complex,
47,Harvard University - MacArthur Hall,,83,,,,,,,Allston,,,,4/17/1997 0:00:00,,,10/30/2020 0:00:00,,42.358899999999998,-71.153599999999997,83,,http://www.bostonplans.org/projects/development-projects/Harvard-University-MacArthur-Hall,Harvard-University-MacArthur-Hall,
48,Harvard University - Spangler Center,,84,,,,,,,Allston,,,,12/10/2015 0:00:00,4/22/2016 0:00:00,,10/30/2020 0:00:00,,42.368600000000001,-71.128000000000000,84,,http://www.bostonplans.org/projects/development-projects/Harvard-University-Spangler-Center,Harvard-University-Spangler-Center,
49,Landmark Center (historic),,85,,,,,,,Fenway,,,,3/9/2000 0:00:00,,,10/30/2020 0:00:00,,42.344799999999999,-71.102699999999999,85,,http://www.bostonplans.org/projects/development-projects/Landmark-Center-(historic),Landmark-Center-(historic),
50,Bird Street Community Center,,89,,,,,,,Dorchester,,,,,,,10/30/2020 0:00:00,,42.319299999999998,-71.069599999999994,89,,http://www.bostonplans.org/projects/development-projects/Bird-Street-Community-Center,Bird-Street-Community-Center,
51,Park Plaza Parcel 2,,90,,,,,,,Downtown,,,12/9/1999 0:00:00,11/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.351100000000002,-71.067300000000003,90,,http://www.bostonplans.org/projects/development-projects/Park-Plaza-Parcel-2,Park-Plaza-Parcel-2,
52,One Brigham Circle - Ledge Site,,93,,,,,,,Mission Hill,,10/1/2000 0:00:00,12/21/2000 0:00:00,5/31/2001 0:00:00,,1/1/1900 0:00:00,11/29/2020 0:00:00,10/31/2001 0:00:00,42.332700000000003,-71.103600000000000,93,,http://www.bostonplans.org/projects/development-projects/One-Brigham-Circle-Ledge-Site,One-Brigham-Circle-Ledge-Site,
53,Laconia Condominiums,,95,,,,,,,South End,,,,12/4/1997 0:00:00,,,11/9/2020 0:00:00,,42.342900000000000,-71.066100000000006,95,,http://www.bostonplans.org/projects/development-projects/Laconia-Condominiums,Laconia-Condominiums,
54,Tremont Tower Condominiums,,97,,,,,,,Downtown,,,5/1/1996 0:00:00,9/10/1998 0:00:00,,,10/30/2020 0:00:00,,42.353900000000003,-71.063699999999997,97,,http://www.bostonplans.org/projects/development-projects/Tremont-Tower-Condominiums,Tremont-Tower-Condominiums,
55,10 St James Avenue,,98,,,,,,,Back Bay,,,,,,,10/30/2020 0:00:00,,42.350999999999999,-71.071600000000004,98,,http://www.bostonplans.org/projects/development-projects/10-St-James-Avenue,10-St-James-Avenue,
56,New England Aquarium,,102,,,,,,,Downtown,,,1/1/1995 0:00:00,,,,10/30/2020 0:00:00,,42.359200000000001,-71.048800000000000,102,,http://www.bostonplans.org/projects/development-projects/New-England-Aquarium,New-England-Aquarium,
57,Building 114,,103,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.379399999999997,-71.051000000000002,103,,http://www.bostonplans.org/projects/development-projects/Building-114,Building-114,
58,Tudor Wharf Hotel,,105,,,,,,,Charlestown,,,,12/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.370300000000000,-71.060199999999995,105,,http://www.bostonplans.org/projects/development-projects/Tudor-Wharf-Hotel,Tudor-Wharf-Hotel,
59,57 East Concord Street,,106,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336500000000001,-71.073499999999996,106,,http://www.bostonplans.org/projects/development-projects/57-East-Concord-Street,57-East-Concord-Street,
60,10 Coventry Street Rental Housing (NU Dorm),,108,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.336900000000000,-71.085999999999999,108,,http://www.bostonplans.org/projects/development-projects/10-Coventry-Street-Rental-Housing-(NU-Dorm),10-Coventry-Street-Rental-Housing-(NU-Dorm),
61,Harborpoint Marketplace - Phase I,,109,,,,,,,Dorchester,,,,11/10/1999 0:00:00,,,10/30/2020 0:00:00,,42.319499999999998,-71.051299999999998,109,,http://www.bostonplans.org/projects/development-projects/Harborpoint-Marketplace-Phase-I,Harborpoint-Marketplace-Phase-I,
62,Bayside Hotel,,111,,,,,,,Dorchester,,,,4/17/1997 0:00:00,,,10/30/2020 0:00:00,,42.320300000000003,-71.048000000000002,111,,http://www.bostonplans.org/projects/development-projects/Bayside-Hotel,Bayside-Hotel,
63,Opera House,,112,,,,,,,Downtown,,,4/22/1999 0:00:00,5/18/2000 0:00:00,,,10/30/2020 0:00:00,,42.354199999999999,-71.062799999999996,112,,http://www.bostonplans.org/projects/development-projects/Opera-House,Opera-House,
64,Boston Yacht Haven Marina,,113,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.361800000000002,-71.048400000000001,113,,http://www.bostonplans.org/projects/development-projects/Boston-Yacht-Haven-Marina,Boston-Yacht-Haven-Marina,
65,Parcel 39A,,114,,,,,,,Charlestown,,,,2/13/2014 0:00:00,11/25/2013 0:00:00,4/15/2015 0:00:00,10/30/2020 0:00:00,,42.376100000000001,-71.053399999999996,114,,http://www.bostonplans.org/projects/development-projects/Parcel-39A,Parcel-39A,
66,Raquet Facility,,116,,,,,,,Allston,,,,,,,10/30/2020 0:00:00,,42.368600000000001,-71.128000000000000,116,,http://www.bostonplans.org/projects/development-projects/Raquet-Facility,Raquet-Facility,
67,New Area D-4 Police Station,,120,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.338900000000002,-71.069699999999997,120,,http://www.bostonplans.org/projects/development-projects/New-Area-D-4-Police-Station,New-Area-D-4-Police-Station,
68,Hayward Place,,121,,,,,,,Downtown,,12/2/2003 0:00:00,6/24/2004 0:00:00,3/10/2011 0:00:00,11/14/2011 0:00:00,10/1/2013 0:00:00,10/30/2020 0:00:00,,42.353400000000001,-71.061999999999998,121,,http://www.bostonplans.org/projects/development-projects/Hayward-Place,Hayward-Place,
69,Fan Pier,,124,,,,,,,South Boston Waterfront,,,11/15/1999 0:00:00,11/14/2001 0:00:00,,,11/30/2020 0:00:00,11/14/2001 0:00:00,42.353600000000000,-71.044300000000007,124,,http://www.bostonplans.org/projects/development-projects/Fan-Pier,Fan-Pier,
70,Hotel Commonwealth,,126,,,,,,,Fenway,,,1/27/1999 0:00:00,8/12/1999 0:00:00,,,10/30/2020 0:00:00,,42.348399999999998,-71.095600000000005,126,,http://www.bostonplans.org/projects/development-projects/Hotel-Commonwealth,Hotel-Commonwealth,
71,The Charlesview,,127,,,,,,,Fenway,,,,8/2/2001 0:00:00,,1/1/1900 0:00:00,10/30/2020 0:00:00,,42.348500000000001,-71.096599999999995,127,,http://www.bostonplans.org/projects/development-projects/The-Charlesview,The-Charlesview,
72,65 Bay Street Office and Graphic Svcs,,128,,,,,,,Dorchester,,,6/30/2000 0:00:00,9/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.310200000000002,-71.055000000000007,128,,http://www.bostonplans.org/projects/development-projects/65-Bay-Street-Office-and-Graphic-Svcs,65-Bay-Street-Office-and-Graphic-Svcs,
73,343 Congress Street,,130,,,,,,,South Boston Waterfront,,,,5/20/1999 0:00:00,,,10/30/2020 0:00:00,,42.350600000000000,-71.049400000000006,130,,http://www.bostonplans.org/projects/development-projects/343-Congress-Street,343-Congress-Street,
74,The Walker Building,,133,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352100000000000,-71.065799999999996,133,,http://www.bostonplans.org/projects/development-projects/The-Walker-Building,The-Walker-Building,
75,25 New Chardon Street,,134,,,,,,,Downtown,,,,6/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.362099999999998,-71.061800000000005,134,,http://www.bostonplans.org/projects/development-projects/25-New-Chardon-Street,25-New-Chardon-Street,
76,11-19 Deerfield Street,,135,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.349600000000002,-71.096999999999994,135,,http://www.bostonplans.org/projects/development-projects/11-19-Deerfield-Street,11-19-Deerfield-Street,
77,273-275 Babcock Street,,136,,,,,,,Allston,,,,,,,10/30/2020 0:00:00,,42.354300000000002,-71.121200000000002,136,,http://www.bostonplans.org/projects/development-projects/273-275-Babcock-Street,273-275-Babcock-Street,
78,Joe's American Bar and Grill,,137,,,,,,,North End,,,,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.361899999999999,-71.050600000000003,137,,http://www.bostonplans.org/projects/development-projects/Joe-s-American-Bar-and-Grill,Joe-s-American-Bar-and-Grill,
79,Atrium Lofts,,139,,,,,,,East Boston,,,8/22/2003 0:00:00,10/23/2003 0:00:00,,,10/30/2020 0:00:00,,42.371400000000001,-71.032399999999996,139,,http://www.bostonplans.org/projects/development-projects/Atrium-Lofts,Atrium-Lofts,
80,63-67 Endicott Street,,141,,,,,,,North End,,,,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.363700000000001,-71.057000000000002,141,,http://www.bostonplans.org/projects/development-projects/63-67-Endicott-Street,63-67-Endicott-Street,
81,100 Summer Street Office and Retail,,142,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.353800000000000,-71.057299999999998,142,,http://www.bostonplans.org/projects/development-projects/100-Summer-Street-Office-and-Retail,100-Summer-Street-Office-and-Retail,
82,Charles Street Gardens P-2,,143,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.382399999999997,-71.071100000000001,143,,http://www.bostonplans.org/projects/development-projects/Charles-Street-Gardens-P-2,Charles-Street-Gardens-P-2,
83,82 - 84 East Brookline,,144,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.337699999999998,-71.069800000000001,144,,http://www.bostonplans.org/projects/development-projects/82-84-East-Brookline,82-84-East-Brookline,
84,Shaws Market -- Dorchester Lower Mills,,145,,,,,,,Dorchester,,,3/1/1999 0:00:00,10/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.271900000000002,-71.069999999999993,145,,http://www.bostonplans.org/projects/development-projects/Shaws-Market----Dorchester-Lower-Mills,Shaws-Market----Dorchester-Lower-Mills,
85,BUMC - Medical Services Center,,146,,,,,,,South End,,,,1/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.335900000000002,-71.072199999999995,146,,http://www.bostonplans.org/projects/development-projects/BUMC-Medical-Services-Center,BUMC-Medical-Services-Center,
86,Two Financial Center,,149,,,,,,,Leather District,,,4/18/1999 0:00:00,2/13/2007 0:00:00,7/31/2009 0:00:00,1/29/2010 0:00:00,10/30/2020 0:00:00,,42.351799999999997,-71.056799999999996,149,,http://www.bostonplans.org/projects/development-projects/Two-Financial-Center,Two-Financial-Center,
87,Liberty Place,,152,,,,,,,Chinatown,,,6/15/1999 0:00:00,8/1/2002 0:00:00,,,1/20/2021 0:00:00,,42.351900000000001,-71.062200000000004,152,,http://www.bostonplans.org/projects/development-projects/Liberty-Place,Liberty-Place,
88,45 Province Street,,153,,,,,,,Downtown,,,11/8/2004 0:00:00,4/28/2005 0:00:00,,,10/30/2020 0:00:00,,42.357300000000002,-71.060000000000002,153,,http://www.bostonplans.org/projects/development-projects/45-Province-Street,45-Province-Street,
89,Fort Point Place,,154,,,,,,,South Boston Waterfront,,,,7/1/1999 0:00:00,,,10/30/2020 0:00:00,,42.346899999999998,-71.049999999999997,154,,http://www.bostonplans.org/projects/development-projects/Fort-Point-Place,Fort-Point-Place,
90,Charlestown Police Station,,155,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.376199999999997,-71.055999999999997,155,,http://www.bostonplans.org/projects/development-projects/Charlestown-Police-Station,Charlestown-Police-Station,
91,42 Chauncy Street,,158,,,,,,,Downtown,,,,2/3/2000 0:00:00,,,10/30/2020 0:00:00,,42.353700000000003,-71.059799999999996,158,,http://www.bostonplans.org/projects/development-projects/42-Chauncy-Street,42-Chauncy-Street,
92,MCPHS - White Building Addition,,161,,,,,,,Fenway,,,5/4/1999 0:00:00,3/28/2002 0:00:00,,,10/30/2020 0:00:00,,42.336799999999997,-71.101200000000006,161,,http://www.bostonplans.org/projects/development-projects/MCPHS-White-Building-Addition,MCPHS-White-Building-Addition,
93,Boston Wharf Garage - Stillings Street,,162,,,,,,,South Boston Waterfront,,,,1/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.350600000000000,-71.046899999999994,162,,http://www.bostonplans.org/projects/development-projects/Boston-Wharf-Garage-Stillings-Street,Boston-Wharf-Garage-Stillings-Street,
94,Oscar and Parker Streets Cmty Garden,,163,,,,,,,Mission Hill,,,,,,,10/30/2020 0:00:00,,42.330199999999998,-71.097899999999996,163,,http://www.bostonplans.org/projects/development-projects/Oscar-and-Parker-Streets-Cmty-Garden,Oscar-and-Parker-Streets-Cmty-Garden,
95,MassPort Parcel F-1 Office Building,,164,,,,,,,South Boston Waterfront,,12/22/2000 0:00:00,6/21/1999 0:00:00,6/21/2001 0:00:00,,,10/30/2020 0:00:00,,42.347400000000000,-71.039900000000003,164,,http://www.bostonplans.org/projects/development-projects/MassPort-Parcel-F-1-Office-Building,MassPort-Parcel-F-1-Office-Building,
96,303 Congress Street,,168,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352600000000002,-71.053600000000003,168,,http://www.bostonplans.org/projects/development-projects/303-Congress-Street,303-Congress-Street,
97,One Court Street,,169,,,,,,,Downtown,,,,10/25/2001 0:00:00,,,10/30/2020 0:00:00,,42.359000000000002,-71.058000000000007,169,,http://www.bostonplans.org/projects/development-projects/One-Court-Street,One-Court-Street,
98,Boston University - Fitness and Recreation Center,,174,,,,,,,Allston,,,,7/20/2006 0:00:00,12/10/2007 0:00:00,8/25/2009 0:00:00,10/30/2020 0:00:00,,42.352400000000003,-71.117000000000004,174,,http://www.bostonplans.org/projects/development-projects/Boston-University-Fitness-and-Recreation-Center,Boston-University-Fitness-and-Recreation-Center,
99,Uphams Corner Marketplace - Rental,,175,,,,,,,Dorchester,,,7/21/2000 0:00:00,9/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.317799999999998,-71.064599999999999,175,,http://www.bostonplans.org/projects/development-projects/Uphams-Corner-Marketplace-Rental,Uphams-Corner-Marketplace-Rental,
100,Boston Tea Party Ship and Museum,,177,,,,,,,Downtown,,,9/3/2004 0:00:00,9/30/2004 0:00:00,,,10/30/2020 0:00:00,,42.352300000000000,-71.051199999999994,177,,http://www.bostonplans.org/projects/development-projects/Boston-Tea-Party-Ship-and-Museum,Boston-Tea-Party-Ship-and-Museum,
101,Massport Pilot Seafood,,179,,,,,,,South Boston,,,,11/23/1999 0:00:00,,,10/30/2020 0:00:00,,42.348300000000002,-71.033100000000005,179,,http://www.bostonplans.org/projects/development-projects/Massport-Pilot-Seafood,Massport-Pilot-Seafood,
102,470 Atlantic Avenue,,180,,,,,,,Downtown,,,,8/2/2001 0:00:00,,,10/30/2020 0:00:00,,42.354199999999999,-71.051400000000001,180,,http://www.bostonplans.org/projects/development-projects/470-Atlantic-Avenue,470-Atlantic-Avenue,
103,Wilkes Passage,,181,,,,,,,South End,,,10/7/1999 0:00:00,,,,10/30/2020 0:00:00,,42.342199999999998,-71.068500000000000,181,,http://www.bostonplans.org/projects/development-projects/Wilkes-Passage,Wilkes-Passage,
104,25 Thompson Place,,183,,,,,,,South Boston Waterfront,,,,2/3/2000 0:00:00,,,10/30/2020 0:00:00,,42.350999999999999,-71.047300000000007,183,,http://www.bostonplans.org/projects/development-projects/25-Thompson-Place,25-Thompson-Place,
