OID_,Name,Parcel__Parcel_Name,Project_ID,Record_Type,Project_Status,Owner__Full_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Neighborhood,Project_Zip_Code,Letter_of_Intent,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Modified_Date,Last_Project_Update_Date,Lat,Lon,A80_Proj_ID,LocCode,A80_URL,URL_Base,URL_Stat
1,International Cargo Port,,6,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.344299999999997,-71.029799999999994,6,,,International-Cargo-Port,404
2,CANA Parcels 2 and 4,,7,,,,,,,Charlestown,,,5/5/2000 0:00:00,7/20/2006 0:00:00,,9/14/2007 0:00:00,10/30/2020 0:00:00,,42.371200000000002,-71.061499999999995,7,,,CANA-Parcels-2-and-4,404
3,Crosstown Center Phase I,,9,,,,,,,South End,,,10/21/1999 0:00:00,9/8/2005 0:00:00,,,10/30/2020 0:00:00,,42.332400000000000,-71.073700000000002,9,,,Crosstown-Center-Phase-I,404
4,Jacobson Floral Supply,,10,,,,,,,South End,,,1/1/2005 0:00:00,6/30/2005 0:00:00,,,10/30/2020 0:00:00,,42.338299999999997,-71.065799999999996,10,,,Jacobson-Floral-Supply,404
5,1380 Soldiers Field Road,,15,,,,,,,Allston,,,12/22/1998 0:00:00,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.362499999999997,-71.143000000000001,15,,,1380-Soldiers-Field-Road,404
6,"Legal Seafoods Processing Plant, BMIP",,19,,,,,,,South Boston Waterfront,,,4/30/2001 0:00:00,7/17/2001 0:00:00,,,10/30/2020 0:00:00,,42.349699999999999,-71.032200000000003,19,,,"Legal-Seafoods-Processing-Plant,-BMIP",404
7,District Nine at 61 North Beacon Street,,20,,,,,,,Brighton,,,2/15/2005 0:00:00,4/25/2006 0:00:00,,,11/29/2020 0:00:00,4/25/2006 0:00:00,42.354500000000002,-71.140299999999996,20,,,District-Nine-at-61-North-Beacon-Street,404
8,Boston University - East Student Village,,25,,,,,,,Allston,,,,4/30/1998 0:00:00,,,10/30/2020 0:00:00,,42.352400000000003,-71.117000000000004,25,,,Boston-University-East-Student-Village,404
9,New England Baptist Hospital Edward H. Haskell School of Nursing,,28,,,,,,,Mission Hill,,,,8/13/1998 0:00:00,,,10/30/2020 0:00:00,,42.330399999999997,-71.109099999999998,28,,,New-England-Baptist-Hospital-Edward-H.-Haskell-School-of-Nursing,404
10,Northeastern University - West Village Residence Complex,,30,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.338099999999997,-71.092600000000004,30,,,Northeastern-University-West-Village-Residence-Complex,404
11,Suffolk University - Law School,,31,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.356699999999996,-71.061199999999999,31,,,Suffolk-University-Law-School,404
12,"Fenway Urban Renewal Area, Botolph Assisted Living Community Project",,33,,,,,,,Fenway,,,2/28/2000 0:00:00,4/25/2000 0:00:00,,1/1/2001 0:00:00,10/30/2020 0:00:00,,42.342100000000002,-71.083500000000001,33,,,"Fenway-Urban-Renewal-Area,-Botolph-Assisted-Living-Community-Project",404
13,90 Tremont Street Hotel Project,,34,,,,,,,Downtown,,,,9/11/1997 0:00:00,,,10/30/2020 0:00:00,,42.357399999999998,-71.060699999999997,34,,,90-Tremont-Street-Hotel-Project,404
14,Lafayette Corporate Center,,35,,,,,,,Downtown,,,,9/11/1997 0:00:00,,,10/30/2020 0:00:00,,42.353999999999999,-71.061000000000007,35,,,Lafayette-Corporate-Center,404
15,One Lincoln Street,,36,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352899999999998,-71.058700000000002,36,,,One-Lincoln-Street,404
16,Macy's,,37,,,,,,,Downtown,,,,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.354700000000001,-71.060199999999995,37,,,Macy-s,404
17,15 Beacon Street,,40,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.358400000000003,-71.061999999999998,40,,,15-Beacon-Street,404
18,Dexter Condominiums,,41,,,,,,,Downtown,,,4/16/1998 0:00:00,11/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.355300000000000,-71.061000000000007,41,,,Dexter-Condominiums,404
19,Landmark Square Residential Development,,42,,,,,,,Fenway,,,,4/9/1998 0:00:00,,1/1/1900 0:00:00,10/30/2020 0:00:00,,42.343800000000002,-71.098100000000002,42,,,Landmark-Square-Residential-Development,404
20,"131 Dartmouth Street, New England Financial",,43,,,,,,,South End,,,,9/10/1998 0:00:00,,,10/30/2020 0:00:00,,42.346800000000002,-71.075400000000002,43,,,"131-Dartmouth-Street,-New-England-Financial",404
21,Parcel 8 - BCA,,45,,,,,,,South End,,,,4/25/2000 0:00:00,,,10/30/2020 0:00:00,,42.344799999999999,-71.070700000000002,45,,,Parcel-8-BCA,404
22,Columbus Center,,46,,,,,,,Back Bay,,,11/30/2001 0:00:00,10/23/2003 0:00:00,,,10/30/2020 0:00:00,,42.347900000000003,-71.071100000000001,46,,,Columbus-Center,404
23,Boylston Square,,47,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.347400000000000,-71.088700000000003,47,,,Boylston-Square,404
24,Colonnade Residences,,52,,,,,,,Back Bay,,,2/16/1996 0:00:00,,,,10/30/2020 0:00:00,,42.346100000000000,-71.080299999999994,52,,,Colonnade-Residences,404
25,Millenium Place,,54,,,,,,,Chinatown,,,,1/8/1998 0:00:00,,,10/30/2020 0:00:00,,42.353099999999998,-71.063199999999995,54,,,Millenium-Place,404
26,Battery Wharf,,56,,,,,,,South End,,,4/19/1996 0:00:00,5/21/1998 0:00:00,,,11/29/2020 0:00:00,5/21/1998 0:00:00,42.367100000000001,-71.050399999999996,56,,http://www.bostonplans.org/projects/development-projects/Battery-Wharf,Battery-Wharf,200
27,10 East Springfield Street,,58,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336700000000000,-71.075800000000001,58,,,10-East-Springfield-Street,404
28,1383-1395 Washington Street,,59,,,,,,,South End,,,5/1/1998 0:00:00,6/25/1998 0:00:00,,,10/30/2020 0:00:00,,42.341500000000003,-71.070099999999996,59,,,1383-1395-Washington-Street,404
29,609 Massachusetts Ave,,60,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.337000000000003,-71.078000000000003,60,,,609-Massachusetts-Ave,404
30,"Allen House, 1682 Washington St",,61,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.337100000000000,-71.075500000000005,61,,,"Allen-House,-1682-Washington-St",404
31,Davenport Commons - Northeastern U,,62,,,,,,,Roxbury,,,8/24/1998 0:00:00,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.337699999999998,-71.084299999999999,62,,,Davenport-Commons-Northeastern-U,404
32,Parcel C - Metropolitan,,63,,,,,,,Chinatown,,,5/1/2001 0:00:00,7/17/2001 0:00:00,,,10/30/2020 0:00:00,,42.348599999999998,-71.063000000000002,63,,,Parcel-C-Metropolitan,404
33,Parcel PB-3A Lawrence Court,,64,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.345399999999998,-71.075299999999999,64,,,Parcel-PB-3A-Lawrence-Court,404
34,Porter House,,66,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336700000000000,-71.076200000000000,66,,,Porter-House,404
35,44 Stillings Street,,67,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.351599999999998,-71.046599999999998,67,,,44-Stillings-Street,404
36,226 Causeway Street,,68,,,,,,,Downtown,,,10/2/2000 0:00:00,11/2/2000 0:00:00,,,12/15/2020 0:00:00,,42.366799999999998,-71.059399999999997,68,,,226-Causeway-Street,404
37,33 Arch Street,,69,,,,,,,Downtown,,,10/18/1988 0:00:00,3/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.356099999999998,-71.058199999999999,69,,,33-Arch-Street,404
38,St George Street Development,,70,,,,,,,Roxbury,,,,7/1/1999 0:00:00,,,10/30/2020 0:00:00,,42.338500000000003,-71.071600000000004,70,,,St-George-Street-Development,404
39,Prudential Office - 111 Huntington Ave.,,71,,,,,,,Back Bay,,,,4/8/1999 0:00:00,,,10/30/2020 0:00:00,,42.347600000000000,-71.081299999999999,71,,,Prudential-Office-111-Huntington-Ave.,404
40,South Station Air Rights,,72,,,,,,,Downtown,,,2/11/1992 0:00:00,6/6/2006 0:00:00,,,10/30/2020 0:00:00,,42.349200000000003,-71.056500000000000,72,,http://www.bostonplans.org/projects/development-projects/South-Station-Air-Rights,South-Station-Air-Rights,200
41,Convention Center,,73,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.344700000000003,-71.046899999999994,73,,,Convention-Center,404
42,World Trade Center East,,74,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.348799999999997,-71.040599999999998,74,,,World-Trade-Center-East,404
43,Massport Parcels F2 G and J,,75,,,,,,,South Boston Waterfront,,,4/9/2001 0:00:00,6/6/2006 0:00:00,,,12/8/2020 0:00:00,,42.348199999999999,-71.038700000000006,75,,,Massport-Parcels-F2-G-and-J,404
44,City Hall Plaza Community Arcade,,76,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.360599999999998,-71.058999999999997,76,,,City-Hall-Plaza-Community-Arcade,404
45,Hood Business Park,,78,,,,,,,Charlestown,,,,3/13/2014 0:00:00,6/4/2014 0:00:00,4/7/2016 0:00:00,10/30/2020 0:00:00,,42.380899999999997,-71.073599999999999,78,,,Hood-Business-Park,404
46,Biomedical Research and Nutrition Complex,,81,,,,,,,Chinatown,,,,,,,10/30/2020 0:00:00,,42.348399999999998,-71.061999999999998,81,,,Biomedical-Research-and-Nutrition-Complex,404
47,Harvard University - MacArthur Hall,,83,,,,,,,Allston,,,,4/17/1997 0:00:00,,,10/30/2020 0:00:00,,42.358899999999998,-71.153599999999997,83,,,Harvard-University-MacArthur-Hall,404
48,Harvard University - Spangler Center,,84,,,,,,,Allston,,,,12/10/2015 0:00:00,4/22/2016 0:00:00,,10/30/2020 0:00:00,,42.368600000000001,-71.128000000000000,84,,,Harvard-University-Spangler-Center,404
49,Landmark Center (historic),,85,,,,,,,Fenway,,,,3/9/2000 0:00:00,,,10/30/2020 0:00:00,,42.344799999999999,-71.102699999999999,85,,,Landmark-Center-(historic),404
50,Bird Street Community Center,,89,,,,,,,Dorchester,,,,,,,10/30/2020 0:00:00,,42.319299999999998,-71.069599999999994,89,,,Bird-Street-Community-Center,404
51,Park Plaza Parcel 2,,90,,,,,,,Downtown,,,12/9/1999 0:00:00,11/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.351100000000002,-71.067300000000003,90,,,Park-Plaza-Parcel-2,404
52,One Brigham Circle - Ledge Site,,93,,,,,,,Mission Hill,,10/1/2000 0:00:00,12/21/2000 0:00:00,5/31/2001 0:00:00,,1/1/1900 0:00:00,11/29/2020 0:00:00,10/31/2001 0:00:00,42.332700000000003,-71.103600000000000,93,,,One-Brigham-Circle-Ledge-Site,404
53,Laconia Condominiums,,95,,,,,,,South End,,,,12/4/1997 0:00:00,,,11/9/2020 0:00:00,,42.342900000000000,-71.066100000000006,95,,,Laconia-Condominiums,404
54,Tremont Tower Condominiums,,97,,,,,,,Downtown,,,5/1/1996 0:00:00,9/10/1998 0:00:00,,,10/30/2020 0:00:00,,42.353900000000003,-71.063699999999997,97,,,Tremont-Tower-Condominiums,404
55,10 St James Avenue,,98,,,,,,,Back Bay,,,,,,,10/30/2020 0:00:00,,42.350999999999999,-71.071600000000004,98,,,10-St-James-Avenue,404
56,New England Aquarium,,102,,,,,,,Downtown,,,1/1/1995 0:00:00,,,,10/30/2020 0:00:00,,42.359200000000001,-71.048800000000000,102,,,New-England-Aquarium,404
57,Building 114,,103,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.379399999999997,-71.051000000000002,103,,,Building-114,404
58,Tudor Wharf Hotel,,105,,,,,,,Charlestown,,,,12/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.370300000000000,-71.060199999999995,105,,,Tudor-Wharf-Hotel,404
59,57 East Concord Street,,106,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.336500000000001,-71.073499999999996,106,,,57-East-Concord-Street,404
60,10 Coventry Street Rental Housing (NU Dorm),,108,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.336900000000000,-71.085999999999999,108,,,10-Coventry-Street-Rental-Housing-(NU-Dorm),404
61,Harborpoint Marketplace - Phase I,,109,,,,,,,Dorchester,,,,11/10/1999 0:00:00,,,10/30/2020 0:00:00,,42.319499999999998,-71.051299999999998,109,,,Harborpoint-Marketplace-Phase-I,404
62,Bayside Hotel,,111,,,,,,,Dorchester,,,,4/17/1997 0:00:00,,,10/30/2020 0:00:00,,42.320300000000003,-71.048000000000002,111,,,Bayside-Hotel,404
63,Opera House,,112,,,,,,,Downtown,,,4/22/1999 0:00:00,5/18/2000 0:00:00,,,10/30/2020 0:00:00,,42.354199999999999,-71.062799999999996,112,,,Opera-House,404
64,Boston Yacht Haven Marina,,113,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.361800000000002,-71.048400000000001,113,,,Boston-Yacht-Haven-Marina,404
65,Parcel 39A,,114,,,,,,,Charlestown,,,,2/13/2014 0:00:00,11/25/2013 0:00:00,4/15/2015 0:00:00,10/30/2020 0:00:00,,42.376100000000001,-71.053399999999996,114,,,Parcel-39A,404
66,Raquet Facility,,116,,,,,,,Allston,,,,,,,10/30/2020 0:00:00,,42.368600000000001,-71.128000000000000,116,,,Raquet-Facility,404
67,New Area D-4 Police Station,,120,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.338900000000002,-71.069699999999997,120,,,New-Area-D-4-Police-Station,404
68,Hayward Place,,121,,,,,,,Downtown,,12/2/2003 0:00:00,6/24/2004 0:00:00,3/10/2011 0:00:00,11/14/2011 0:00:00,10/1/2013 0:00:00,10/30/2020 0:00:00,,42.353400000000001,-71.061999999999998,121,,http://www.bostonplans.org/projects/development-projects/Hayward-Place,Hayward-Place,200
69,Fan Pier,,124,,,,,,,South Boston Waterfront,,,11/15/1999 0:00:00,11/14/2001 0:00:00,,,11/30/2020 0:00:00,11/14/2001 0:00:00,42.353600000000000,-71.044300000000007,124,,http://www.bostonplans.org/projects/development-projects/Fan-Pier,Fan-Pier,200
70,Hotel Commonwealth,,126,,,,,,,Fenway,,,1/27/1999 0:00:00,8/12/1999 0:00:00,,,10/30/2020 0:00:00,,42.348399999999998,-71.095600000000005,126,,,Hotel-Commonwealth,404
71,The Charlesview,,127,,,,,,,Fenway,,,,8/2/2001 0:00:00,,1/1/1900 0:00:00,10/30/2020 0:00:00,,42.348500000000001,-71.096599999999995,127,,,The-Charlesview,404
72,65 Bay Street Office and Graphic Svcs,,128,,,,,,,Dorchester,,,6/30/2000 0:00:00,9/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.310200000000002,-71.055000000000007,128,,,65-Bay-Street-Office-and-Graphic-Svcs,404
73,343 Congress Street,,130,,,,,,,South Boston Waterfront,,,,5/20/1999 0:00:00,,,10/30/2020 0:00:00,,42.350600000000000,-71.049400000000006,130,,,343-Congress-Street,404
74,The Walker Building,,133,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352100000000000,-71.065799999999996,133,,,The-Walker-Building,404
75,25 New Chardon Street,,134,,,,,,,Downtown,,,,6/16/1999 0:00:00,,,10/30/2020 0:00:00,,42.362099999999998,-71.061800000000005,134,,,25-New-Chardon-Street,404
76,11-19 Deerfield Street,,135,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.349600000000002,-71.096999999999994,135,,,11-19-Deerfield-Street,404
77,273-275 Babcock Street,,136,,,,,,,Allston,,,,,,,10/30/2020 0:00:00,,42.354300000000002,-71.121200000000002,136,,,273-275-Babcock-Street,404
78,Joe's American Bar and Grill,,137,,,,,,,North End,,,,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.361899999999999,-71.050600000000003,137,,,Joe-s-American-Bar-and-Grill,404
79,Atrium Lofts,,139,,,,,,,East Boston,,,8/22/2003 0:00:00,10/23/2003 0:00:00,,,10/30/2020 0:00:00,,42.371400000000001,-71.032399999999996,139,,,Atrium-Lofts,404
80,63-67 Endicott Street,,141,,,,,,,North End,,,,2/25/1999 0:00:00,,,10/30/2020 0:00:00,,42.363700000000001,-71.057000000000002,141,,,63-67-Endicott-Street,404
81,100 Summer Street Office and Retail,,142,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.353800000000000,-71.057299999999998,142,,,100-Summer-Street-Office-and-Retail,404
82,Charles Street Gardens P-2,,143,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.382399999999997,-71.071100000000001,143,,,Charles-Street-Gardens-P-2,404
83,82 - 84 East Brookline,,144,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.337699999999998,-71.069800000000001,144,,,82-84-East-Brookline,404
84,Shaws Market -- Dorchester Lower Mills,,145,,,,,,,Dorchester,,,3/1/1999 0:00:00,10/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.271900000000002,-71.069999999999993,145,,,Shaws-Market----Dorchester-Lower-Mills,404
85,BUMC - Medical Services Center,,146,,,,,,,South End,,,,1/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.335900000000002,-71.072199999999995,146,,,BUMC-Medical-Services-Center,404
86,Two Financial Center,,149,,,,,,,Leather District,,,4/18/1999 0:00:00,2/13/2007 0:00:00,7/31/2009 0:00:00,1/29/2010 0:00:00,10/30/2020 0:00:00,,42.351799999999997,-71.056799999999996,149,,,Two-Financial-Center,404
87,Liberty Place,,152,,,,,,,Chinatown,,,6/15/1999 0:00:00,8/1/2002 0:00:00,,,1/20/2021 0:00:00,,42.351900000000001,-71.062200000000004,152,,,Liberty-Place,404
88,45 Province Street,,153,,,,,,,Downtown,,,11/8/2004 0:00:00,4/28/2005 0:00:00,,,10/30/2020 0:00:00,,42.357300000000002,-71.060000000000002,153,,,45-Province-Street,404
89,Fort Point Place,,154,,,,,,,South Boston Waterfront,,,,7/1/1999 0:00:00,,,10/30/2020 0:00:00,,42.346899999999998,-71.049999999999997,154,,,Fort-Point-Place,404
90,Charlestown Police Station,,155,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.376199999999997,-71.055999999999997,155,,,Charlestown-Police-Station,404
91,42 Chauncy Street,,158,,,,,,,Downtown,,,,2/3/2000 0:00:00,,,10/30/2020 0:00:00,,42.353700000000003,-71.059799999999996,158,,,42-Chauncy-Street,404
92,MCPHS - White Building Addition,,161,,,,,,,Fenway,,,5/4/1999 0:00:00,3/28/2002 0:00:00,,,10/30/2020 0:00:00,,42.336799999999997,-71.101200000000006,161,,,MCPHS-White-Building-Addition,404
93,Boston Wharf Garage - Stillings Street,,162,,,,,,,South Boston Waterfront,,,,1/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.350600000000000,-71.046899999999994,162,,,Boston-Wharf-Garage-Stillings-Street,404
94,Oscar and Parker Streets Cmty Garden,,163,,,,,,,Mission Hill,,,,,,,10/30/2020 0:00:00,,42.330199999999998,-71.097899999999996,163,,,Oscar-and-Parker-Streets-Cmty-Garden,404
95,MassPort Parcel F-1 Office Building,,164,,,,,,,South Boston Waterfront,,12/22/2000 0:00:00,6/21/1999 0:00:00,6/21/2001 0:00:00,,,10/30/2020 0:00:00,,42.347400000000000,-71.039900000000003,164,,,MassPort-Parcel-F-1-Office-Building,404
96,303 Congress Street,,168,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.352600000000002,-71.053600000000003,168,,,303-Congress-Street,404
97,One Court Street,,169,,,,,,,Downtown,,,,10/25/2001 0:00:00,,,10/30/2020 0:00:00,,42.359000000000002,-71.058000000000007,169,,,One-Court-Street,404
98,Boston University - Fitness and Recreation Center,,174,,,,,,,Allston,,,,7/20/2006 0:00:00,12/10/2007 0:00:00,8/25/2009 0:00:00,10/30/2020 0:00:00,,42.352400000000003,-71.117000000000004,174,,,Boston-University-Fitness-and-Recreation-Center,404
99,Uphams Corner Marketplace - Rental,,175,,,,,,,Dorchester,,,7/21/2000 0:00:00,9/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.317799999999998,-71.064599999999999,175,,,Uphams-Corner-Marketplace-Rental,404
100,Boston Tea Party Ship and Museum,,177,,,,,,,Downtown,,,9/3/2004 0:00:00,9/30/2004 0:00:00,,,10/30/2020 0:00:00,,42.352300000000000,-71.051199999999994,177,,,Boston-Tea-Party-Ship-and-Museum,404
101,Massport Pilot Seafood,,179,,,,,,,South Boston,,,,11/23/1999 0:00:00,,,10/30/2020 0:00:00,,42.348300000000002,-71.033100000000005,179,,,Massport-Pilot-Seafood,404
102,470 Atlantic Avenue,,180,,,,,,,Downtown,,,,8/2/2001 0:00:00,,,10/30/2020 0:00:00,,42.354199999999999,-71.051400000000001,180,,,470-Atlantic-Avenue,404
103,Wilkes Passage,,181,,,,,,,South End,,,10/7/1999 0:00:00,,,,10/30/2020 0:00:00,,42.342199999999998,-71.068500000000000,181,,,Wilkes-Passage,404
104,25 Thompson Place,,183,,,,,,,South Boston Waterfront,,,,2/3/2000 0:00:00,,,10/30/2020 0:00:00,,42.350999999999999,-71.047300000000007,183,,,25-Thompson-Place,404
105,Holiday Inn - West End Renovations,,184,,,,,,,West End,,,,,,,10/30/2020 0:00:00,,42.361800000000002,-71.066599999999994,184,,,Holiday-Inn-West-End-Renovations,404
106,W Boston Hotel & Residences,,186,,,,,,,Downtown,,,12/13/1999 0:00:00,12/21/2006 0:00:00,8/13/2007 0:00:00,1/11/2011 0:00:00,10/30/2020 0:00:00,,42.350800000000000,-71.065600000000003,186,,http://www.bostonplans.org/projects/development-projects/W-Boston-Hotel-&-Residences,W-Boston-Hotel-&-Residences,200
107,Harvard Commons Phase I,,188,,,,,,,Dorchester,,10/5/2001 0:00:00,11/20/2001 0:00:00,7/9/2002 0:00:00,,,10/30/2020 0:00:00,,42.290399999999998,-71.092799999999997,188,,,Harvard-Commons-Phase-I,404
108,Parcel R-87 Frothingham,,192,,,,,,,Charlestown,,,,,,,10/30/2020 0:00:00,,42.375599999999999,-71.057599999999994,192,,,Parcel-R-87-Frothingham,404
109,Allston-Brighton YMCA,,193,,,,,,,Brighton,,,,11/10/1999 0:00:00,,,10/30/2020 0:00:00,,42.350800000000000,-71.166700000000006,193,,,Allston-Brighton-YMCA,404
110,Nautica CANA Parcel 1,,194,,,,,,,Charlestown,,,9/16/1999 0:00:00,11/10/1999 0:00:00,,,10/30/2020 0:00:00,,42.372700000000002,-71.058999999999997,194,,,Nautica-CANA-Parcel-1,404
111,CANA Parcel 6 - City Square Place,,195,,,,,,,Charlestown,,,11/1/1999 0:00:00,2/3/2000 0:00:00,9/19/2012 0:00:00,,11/29/2020 0:00:00,2/3/2000 0:00:00,42.371899999999997,-71.063000000000002,195,,,CANA-Parcel-6-City-Square-Place,404
112,Wentworth - 610 Huntington Ave Residence Hall,,196,,,,,,,Fenway,,,,2/17/2000 0:00:00,,,11/29/2020 0:00:00,2/17/2000 0:00:00,42.336199999999998,-71.098100000000002,196,,http://www.bostonplans.org/projects/development-projects/Wentworth-610-Huntington-Ave-Residence-Hall,Wentworth-610-Huntington-Ave-Residence-Hall,200
113,Harvard University - One Western Avenue,,197,,,,,,,Allston,,,,11/21/2000 0:00:00,,,10/30/2020 0:00:00,,42.364699999999999,-71.119000000000000,197,,,Harvard-University-One-Western-Avenue,404
114,Harvard Medical School - New Research Building,,198,,,,,,,Fenway,,,,11/2/2000 0:00:00,,,10/30/2020 0:00:00,,42.338400000000000,-71.103099999999998,198,,,Harvard-Medical-School-New-Research-Building,404
115,DPH - Dudley Square,,200,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.329999999999998,-71.083600000000004,200,,,DPH-Dudley-Square,404
116,World Trade Center West,,201,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.349299999999999,-71.041799999999995,201,,,World-Trade-Center-West,404
117,Rollins Square Project,,203,,,,,,,South End,,,1/17/2000 0:00:00,4/25/2000 0:00:00,,,10/30/2020 0:00:00,,42.341500000000003,-71.067700000000002,203,,,Rollins-Square-Project,404
118,BioSquare II - NEIDL (Parcel F),,204,,,,,,,South End,,,,12/14/2004 0:00:00,,,11/30/2020 0:00:00,12/14/2004 0:00:00,42.336399999999998,-71.069400000000002,204,,,BioSquare-II-NEIDL-(Parcel-F),404
119,Boston University - Field House,,216,,,,,,,Allston,,,,10/12/2000 0:00:00,,,10/30/2020 0:00:00,,42.354599999999998,-71.124099999999999,216,,,Boston-University-Field-House,404
120,39 Rockwell Street,,218,,,,,,,Dorchester,,,,1/25/2001 0:00:00,,,10/30/2020 0:00:00,,42.283499999999997,-71.074500000000000,218,,,39-Rockwell-Street,404
121,183-185 Massachusetts Avenue,,220,,,,,,,Fenway,,,,2/3/2000 0:00:00,,,10/30/2020 0:00:00,,42.345500000000001,-71.087299999999999,220,,,183-185-Massachusetts-Avenue,404
122,FleetBoston Pavilion,,229,,,,,,,South Boston Waterfront,,,,,,,10/30/2020 0:00:00,,42.348700000000001,-71.036299999999997,229,,,FleetBoston-Pavilion,404
123,Mezzo Design Lofts,,236,,,,,,,Charlestown,,,,11/15/2007 0:00:00,8/24/2006 0:00:00,1/2/2008 0:00:00,1/14/2021 0:00:00,,42.384599999999999,-71.077799999999996,236,,,Mezzo-Design-Lofts,404
124,Four Seasons Expansion,,237,,,,,,,Downtown,,,2/27/2003 0:00:00,5/1/2003 0:00:00,,,10/30/2020 0:00:00,,42.352100000000000,-71.068299999999994,237,,,Four-Seasons-Expansion,404
125,Clippership Wharf,,238,,,,,,,East Boston,,5/2/2001 0:00:00,7/16/2001 0:00:00,7/16/2015 0:00:00,5/16/2017 0:00:00,,10/30/2020 0:00:00,,42.367500000000000,-71.042100000000005,238,,http://www.bostonplans.org/projects/development-projects/Clippership-Wharf,Clippership-Wharf,200
126,Portside at Pier 1,,239,,,,,,,East Boston,,4/17/2001 0:00:00,10/15/2001 0:00:00,2/26/2015 0:00:00,10/1/2015 0:00:00,3/31/2018 0:00:00,10/30/2020 0:00:00,,42.366700000000002,-71.040599999999998,239,,http://www.bostonplans.org/projects/development-projects/Portside-at-Pier-1,Portside-at-Pier-1,200
127,Shawmut Estates,,241,,,,,,,Roxbury,,,,9/2/1999 0:00:00,,,10/30/2020 0:00:00,,42.331499999999998,-71.084199999999996,241,,,Shawmut-Estates,404
128,Homes at Peter's Park,,242,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.344099999999997,-71.067700000000002,242,,,Homes-at-Peter-s-Park,404
129,East Concord Street Housing,,243,,,,,,,South End,,,,,,,10/30/2020 0:00:00,,42.337800000000001,-71.074600000000004,243,,,East-Concord-Street-Housing,404
130,Simmons College - Graduate Center Project,,245,,,,,,,Fenway,,,,9/21/2000 0:00:00,,,11/29/2020 0:00:00,9/21/2000 0:00:00,42.338900000000002,-71.100399999999993,245,,http://www.bostonplans.org/projects/development-projects/Simmons-College-Graduate-Center-Project,Simmons-College-Graduate-Center-Project,200
131,Grove Hall Retail Center,,247,,,,,,,Dorchester,,,,11/2/2000 0:00:00,,,10/30/2020 0:00:00,,42.309199999999997,-71.081699999999998,247,,,Grove-Hall-Retail-Center,404
132,Wareham Lofts Project,,248,,,,,,,South End,,,1/19/2000 0:00:00,2/17/2000 0:00:00,,,10/30/2020 0:00:00,,42.339500000000001,-71.068299999999994,248,,,Wareham-Lofts-Project,404
133,Symphony Garden,,251,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.342900000000000,-71.089399999999998,251,,,Symphony-Garden,404
